Food Name,Calories,Carbs,Cholesterol,Fats,Fiber,Protein,Saturated Fat,Sodium,Sugar
peach dried,199.0,50.8,0.0,0.6,7.0,3.0,0.055,0.059,43.8
plantain chips,150.0,18.1,0.0,8.4,1.0,0.6,2.4,0.039,0.3
golden raisins,498.0,131.2,0.0,0.8,6.6,5.6,0.2,0.001,97.7
raisins seeded,488.0,129.5,0.0,0.9,11.2,4.2,0.3,0.098,0.0
zante currants dried,408.0,106.7,0.0,0.4,9.8,5.9,0.009,0.067,96.9
pear dried,94.0,25.1,0.0,0.2,2.7,0.7,0.003,0.074,22.4
raisins,90.0,23.8,0.0,0.056,1.4,1.0,0.005,0.025,19.6
prune plums dried,308.0,81.5,0.0,0.5,9.4,2.7,0.01,0.011,0.0
cranberries dried,370.0,98.8,0.0,1.6,6.8,0.053,0.1,0.037,78.0
figs dried,21.0,5.4,0.0,0.008,0.8,0.3,0.014,0.091,4.0
longans dried,5.0,1.3,0.0,0.091,0.0,0.027,0.0,0.018,0.0
banana chips,147.0,16.5,0.0,9.5,2.2,0.7,8.2,0.099,10.0
lychee dried,7.0,1.8,0.0,0.003,0.1,0.01,0.076,0.049,1.7
apricot dried,17.0,4.4,0.0,0.015,0.5,0.2,0.02,0.066,3.7
longan,2.0,0.5,0.0,0.076,0.071,0.009,0.0,0.0,0.0
mamey sapote,217.0,56.2,0.0,0.8,9.5,2.5,0.3,0.008,35.2
waxgourd cooked,19.0,4.3,0.0,0.4,1.8,0.7,0.026,0.6,2.1
jackfruit,33.0,8.1,0.0,0.2,0.5,0.6,0.071,0.094,6.7
loquats,9.0,2.4,0.0,0.071,0.3,0.09,0.085,0.053,0.0
mammy apple mamey,431.0,105.8,0.0,4.2,25.4,4.2,1.2,0.1,0.0
nance,82.0,19.0,0.0,1.3,8.4,0.7,0.0,0.039,9.3
coconut whole coconut,3336.0,0.0,0.0,71.5,0.0,0.0,672.0,0.0,0.0
prickly pear,42.0,9.9,0.0,0.5,3.7,0.8,0.014,0.044,0.0
lychee,6.0,1.6,0.0,0.016,0.1,0.024,0.06,0.029,1.5
naranjilla lulo pulp,30.0,7.1,0.0,0.3,1.3,0.5,0.0,0.044,4.5
coconut meat dried,187.0,6.7,0.0,18.3,4.6,1.9,16.2,0.058,2.1
waxgourd raw,17.0,4.0,0.0,0.3,3.8,0.5,0.036,0.1,0.0
surinam cherry pitanga,2.0,0.5,0.0,0.059,0.0,0.045,0.0,0.1,0.0
passion fruit,17.0,4.2,0.0,0.1,1.9,0.4,0.098,0.072,2.0
sapodilla,141.0,33.9,0.0,1.9,9.0,0.7,0.3,0.08,0.0
pummelo,48.0,12.0,0.0,0.06,1.3,1.0,0.0,0.094,0.0
coconut meat,1405.0,60.5,0.0,133.0,35.7,13.2,117.9,0.022,24.7
soursop,149.0,37.9,0.0,0.7,7.4,2.3,0.1,0.024,30.5
papaya,62.0,15.7,0.0,0.4,2.5,0.7,0.1,0.004,11.3
acerola cherry,2.0,0.4,0.0,0.052,0.077,0.079,0.074,0.088,0.0
ohelo berries,39.0,9.6,0.0,0.3,0.0,0.5,0.0,0.068,0.0
loganberries,81.0,19.1,0.0,0.5,7.8,2.2,0.053,0.06,11.3
casaba melon,48.0,11.2,0.0,0.2,1.5,1.9,0.012,0.057,9.7
durian,51.0,9.5,0.0,1.9,1.3,0.5,0.0,0.079,0.0
coriander leaves raw,4.0,0.6,0.0,0.086,0.4,0.3,0.044,0.005,0.1
garden cress raw,3.0,0.5,0.0,0.062,0.063,0.2,0.052,0.079,0.4
pasilla peppers dried,24.0,3.6,0.0,1.1,1.9,0.9,0.0,0.063,0.0
parsley dried,1.0,0.3,0.0,0.096,0.1,0.1,0.064,0.058,0.073
ancho pepper dried,48.0,8.7,0.0,1.4,3.7,2.0,0.1,0.068,0.0
coriander seeds,5.0,1.0,0.0,0.3,0.8,0.2,0.049,0.095,0.0
dill weed dried,253.0,55.8,0.0,4.4,13.6,20.0,0.2,0.2,0.0
borage,19.0,2.7,0.0,0.6,0.0,1.6,0.2,0.023,0.0
epazote,0.0,0.094,0.0,0.06,0.051,0.059,0.0,0.021,0.0
chives dried,1.0,0.1,0.0,0.055,0.041,0.013,0.051,0.04,0.0
thyme fresh,1.0,0.2,0.0,0.068,0.1,0.091,0.07,0.017,0.0
butterbur,4.0,0.5,0.0,0.2,0.0,0.1,0.0,0.053,0.0
wasabi root,142.0,30.6,0.0,0.8,10.1,6.2,0.0,0.02,0.0
rosemary dried,4.0,0.8,0.0,0.2,0.5,0.081,0.083,0.048,0.0
ginger root,2.0,0.4,0.0,0.028,0.058,0.068,0.048,0.0,0.019
white pepper,7.0,1.6,0.0,0.0,0.6,0.2,0.002,0.075,0.0
cloves ground,6.0,1.4,0.0,0.3,0.7,0.1,0.017,0.0,0.028
paprika,19.0,3.7,0.0,0.9,2.4,1.0,0.1,0.061,0.7
mace ground,25.0,2.7,0.0,1.7,1.1,0.4,0.5,0.097,0.0
bay leaf,2.0,0.4,0.0,0.042,0.2,0.086,0.08,0.084,0.0
eppaw,150.0,31.7,0.0,1.8,0.0,4.6,0.0,0.015,0.0
tarragon dried,2.0,0.3,0.0,0.047,0.038,0.1,0.01,0.012,0.0
ginger ground,6.0,1.3,0.0,0.043,0.3,0.2,0.088,0.038,0.067
savory ground,4.0,1.0,0.0,0.029,0.6,0.074,0.085,0.055,0.0
black pepper,6.0,1.5,0.0,0.006,0.6,0.2,0.034,0.036,0.08
spearmint fresh,3.0,0.5,0.0,0.089,0.4,0.2,0.049,0.092,0.0
poultry seasoning,14.0,2.9,0.0,0.3,0.5,0.4,0.1,0.063,0.1
nutmeg ground,12.0,1.1,0.0,0.8,0.5,0.1,0.6,0.095,0.6
curry powder,20.0,3.7,0.0,0.9,2.1,0.8,0.1,0.004,0.2
peppermint,1.0,0.2,0.0,0.004,0.1,0.038,0.016,0.007,0.0
salt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
coriander leaves dried,2.0,0.3,0.0,0.098,0.095,0.1,0.099,0.018,0.045
sage ground,2.0,0.4,0.0,0.046,0.3,0.058,0.07,0.083,0.052
garlic powder,10.0,2.3,0.0,0.029,0.3,0.5,0.003,0.082,0.068
dill weed fresh,4.0,0.6,0.0,0.063,0.2,0.3,0.064,0.017,0.0
cardamom,6.0,1.4,0.0,0.1,0.6,0.2,0.065,0.013,0.0
saffron,2.0,0.5,0.0,0.092,0.002,0.071,0.047,0.063,0.0
allspice ground,5.0,1.4,0.0,0.2,0.4,0.1,0.034,0.001,0.0
parsley fresh,1.0,0.2,0.0,0.078,0.1,0.1,0.016,0.056,0.001
oregano dried,265.0,68.9,0.0,4.3,42.5,9.0,1.6,0.009,4.1
marjoram dried,5.0,1.0,0.0,0.1,0.7,0.2,0.056,0.004,0.077
chives raw,1.0,0.1,0.0,0.088,0.044,0.03,0.083,0.099,0.02
fireweed leaves,24.0,4.4,0.0,0.6,2.4,1.1,0.0,0.035,0.0
rosemary fresh,1.0,0.1,0.0,0.1,0.012,0.005,0.016,0.039,0.0
garlic,4.0,0.9,0.0,0.026,0.064,0.2,0.033,0.018,0.043
cinnamon ground,6.0,2.1,0.0,0.044,1.4,0.1,0.074,0.022,0.066
chervil dried,5.0,0.9,0.0,0.002,0.2,0.4,0.066,0.076,0.0
cayenne pepper,1.0,0.2,0.0,0.094,0.052,0.039,0.043,0.059,0.089
turmeric ground,8.0,1.4,0.0,0.2,0.5,0.2,0.093,0.064,0.062
mustard,3.0,0.3,0.0,0.2,0.2,0.2,0.021,0.015,0.048
chili powder,8.0,1.3,0.0,0.4,0.9,0.4,0.061,0.014,0.2
thyme dried,276.0,63.9,0.0,7.4,37.0,9.1,2.7,0.016,1.7
spearmint dried,1.0,0.3,0.0,0.018,0.1,0.094,0.09,0.012,0.0
basil dried,2.0,0.3,0.0,0.027,0.3,0.2,0.02,0.089,0.054
dandelion greens cooked,35.0,6.7,0.0,0.6,3.0,2.1,0.0,0.3,1.7
basil fresh,2.0,0.2,0.0,0.089,0.1,0.2,0.069,0.058,0.064
dock,29.0,4.3,0.0,0.9,3.9,2.7,0.0,0.025,0.0
garden cress cooked,31.0,5.1,0.0,0.8,0.9,2.6,0.001,0.3,4.2
onion powder,8.0,1.9,0.0,0.024,0.4,0.2,0.068,0.048,0.2
dandelion greens raw,25.0,5.1,0.0,0.4,1.9,1.5,0.012,0.043,0.4
yokan,36.0,8.5,0.0,0.022,0.0,0.5,0.064,0.05,0.0
fava beans cooked,187.0,33.4,0.0,0.7,9.2,12.9,0.1,0.081,3.1
french beans raw,631.0,118.0,0.0,3.7,46.4,34.6,0.4,0.069,0.0
chickpeas canned,352.0,57.0,0.0,7.0,0.0,17.8,0.5,0.6,0.0
yellow beans cooked,255.0,44.7,0.0,1.9,18.4,16.2,0.5,0.086,0.0
mung beans cooked,212.0,38.7,0.0,0.8,15.4,14.2,0.2,0.083,4.0
white beans canned,299.0,55.5,0.0,0.8,12.6,19.0,0.2,0.079,0.8
pink beans cooked,252.0,47.2,0.0,0.8,9.0,15.3,0.2,0.075,0.6
pink beans raw,720.0,134.8,0.0,2.4,26.7,44.0,0.6,0.057,4.5
navy beans raw,701.0,126.4,0.0,3.1,50.8,46.4,0.4,0.059,8.1
snap beans cooked,44.0,9.9,0.0,0.4,4.0,2.4,0.005,0.086,1.9
black eyed cowpeas raw,131.0,27.3,0.0,0.5,7.3,4.3,0.1,0.048,4.4
edamame cooked,189.0,13.8,0.0,8.1,8.1,18.5,1.0,0.034,3.4
black eyed cowpeas cooked,160.0,33.5,0.0,0.6,8.3,5.2,0.2,0.036,5.3
hyacinth beans cooked,227.0,40.2,0.0,1.1,0.0,15.8,0.2,0.0,0.0
cowpeas canned,185.0,32.7,0.0,1.3,7.9,11.4,0.3,0.7,0.0
pinto beans cooked,245.0,44.8,0.0,1.1,15.4,15.4,0.2,0.085,0.6
winged beans cooked,253.0,25.7,0.0,10.0,0.0,18.3,1.4,0.4,0.0
pinto beans raw,670.0,120.7,0.0,2.4,29.9,41.3,0.5,0.036,4.1
black turtle beans raw,624.0,116.4,0.0,1.7,28.5,39.1,0.4,0.041,3.9
fava beans raw,512.0,87.4,0.0,2.3,37.5,39.2,0.4,0.1,8.6
lima beans canned,190.0,35.9,0.0,0.4,11.6,11.9,0.095,0.8,0.0
hyacinth beans raw,722.0,127.6,0.0,3.5,53.8,50.2,0.6,0.073,0.0
white beans raw,673.0,121.7,0.0,1.7,30.7,47.2,0.4,0.051,4.3
snap beans canned,66.0,15.4,0.0,0.4,6.6,3.5,0.1,0.09,0.0
navy beans canned,296.0,53.6,0.0,1.1,13.4,19.7,0.3,1.2,0.7
mung beans raw,718.0,129.6,0.0,2.4,33.7,49.4,0.7,0.085,13.7
adzuki beans raw,648.0,123.9,0.0,1.0,25.0,39.1,0.4,0.06,0.0
black turtle beans cooked,241.0,45.0,0.0,0.6,15.4,15.1,0.2,0.06,0.6
pink lentils raw,662.0,113.6,0.0,4.2,20.7,47.9,0.7,0.092,0.0
yellow beans raw,676.0,119.0,0.0,5.1,49.2,43.1,1.3,0.046,0.0
white beans cooked,249.0,44.9,0.0,0.6,11.3,17.4,0.2,0.045,0.6
lentils raw,678.0,115.4,0.0,2.0,58.6,49.5,0.3,0.039,3.9
cranberry beans cooked,241.0,43.3,0.0,0.8,17.7,16.5,0.2,0.4,0.0
chickpeas raw,728.0,121.3,0.0,12.1,34.8,38.6,1.3,0.005,21.4
lentils cooked,230.0,39.9,0.0,0.8,15.6,17.9,0.1,0.016,3.6
baked beans canned,239.0,53.7,0.0,0.9,10.4,12.1,0.2,0.9,20.2
cranberry beans canned,216.0,39.3,0.0,0.7,16.4,14.4,0.2,0.9,0.0
black beans cooked,227.0,40.8,0.0,0.9,15.0,15.2,0.2,0.008,0.0
lima beans cooked,216.0,39.3,0.0,0.7,13.2,14.7,0.2,0.012,5.5
mungo beans raw,706.0,122.1,0.0,3.4,37.9,52.2,0.2,0.004,0.0
pigeon peas raw,703.0,128.7,0.0,3.1,30.8,44.5,0.7,0.04,0.0
fava beans canned,182.0,31.8,0.0,0.6,9.5,14.0,0.092,1.2,0.0
yellow snap beans raw,31.0,7.1,0.0,0.1,3.4,1.8,0.097,0.085,0.0
snap beans raw,31.0,7.0,0.0,0.2,2.7,1.8,0.051,0.025,3.3
yellow snap beans canned,36.0,8.4,0.0,0.2,3.6,1.9,0.076,0.6,0.0
pigeon peas cooked,203.0,39.1,0.0,0.6,11.3,11.4,0.1,0.036,0.0
catjang cowpeas raw,573.0,99.6,0.0,3.5,17.9,39.8,0.9,0.07,0.0
navy beans cooked,255.0,47.4,0.0,1.1,19.1,15.0,0.2,0.4,0.7
mothbeans raw,672.0,120.6,0.0,3.2,0.0,45.0,0.7,0.001,0.0
cowpeas cooked,81.0,14.5,0.0,0.4,4.6,5.4,0.037,0.037,2.3
mothbeans cooked,207.0,37.1,0.0,1.0,0.0,13.8,0.2,0.086,0.0
french beans cooked,228.0,42.5,0.0,1.3,16.6,12.5,0.1,0.003,0.0
lima beans raw,602.0,112.8,0.0,1.2,33.8,38.2,0.3,0.078,15.1
winged beans raw,744.0,75.9,0.0,29.7,47.1,54.0,4.2,0.09,0.0
adzuki beans cooked,294.0,57.0,0.0,0.2,16.8,17.3,0.067,0.079,0.0
black beans raw,662.0,121.0,0.0,2.8,30.1,41.9,0.7,0.065,4.1
catjang cowpeas cooked,200.0,34.7,0.0,1.2,6.2,13.9,0.3,0.021,0.0
baby lima beans cooked,189.0,35.0,0.0,0.5,10.8,12.0,0.1,0.064,2.5
cowpeas raw,41.0,8.9,0.0,0.3,3.1,3.1,0.082,0.026,4.7
shellie beans canned,74.0,15.2,0.0,0.5,8.3,4.3,0.034,0.8,1.5
yardlong beans raw,579.0,103.4,0.0,2.2,18.4,40.6,0.6,0.057,0.0
pinto beans canned,197.0,36.4,0.0,1.3,11.0,11.0,0.3,0.6,2.4
chickpeas cooked,269.0,45.0,0.0,4.2,12.5,14.5,0.4,0.08,7.9
cranberry beans raw,653.0,117.1,0.0,2.4,48.2,44.9,0.6,0.014,0.0
mungo beans cooked,189.0,33.0,0.0,1.0,11.5,13.6,0.065,0.083,3.6
tamarinds,5.0,1.3,0.0,0.013,0.1,0.057,0.023,0.007,0.8
yellow snap beans cooked,44.0,9.9,0.0,0.4,4.1,2.4,0.037,0.096,4.5
yardlong beans cooked,202.0,36.1,0.0,0.8,6.5,14.2,0.2,0.059,0.0
bacon beef steak,146.0,0.2,28.9,12.5,0.0,8.2,4.5,0.4,0.2
lamb foreshank raw,912.0,0.0,326.6,60.7,0.0,85.8,26.4,0.3,0.0
bacon,106.0,0.2,0.0,10.2,0.0,3.3,0.0,0.1,0.2
lamb rib cooked,915.0,0.0,247.4,76.0,0.0,53.9,32.6,0.2,0.0
lamb shank raw,912.0,0.0,303.9,61.2,0.0,84.3,26.3,0.3,0.0
scrapple,60.0,4.0,13.9,3.9,0.052,2.3,1.3,0.1,0.063
chicken nuggets,61.0,3.0,8.6,4.1,0.2,3.2,0.7,0.1,0.039
ground lamb cooked,886.0,0.0,303.6,61.5,0.0,77.5,25.4,0.3,0.0
lamb meat cooked,678.0,0.0,240.0,45.0,0.0,63.8,18.6,0.2,0.0
meat extender,275.0,33.7,0.0,2.6,15.4,33.5,0.4,0.041,0.0
lamb leg raw,1043.0,0.0,313.0,77.4,0.0,81.2,33.7,0.3,0.0
lamb loin cooked,202.0,0.0,64.0,14.8,0.0,16.1,6.3,0.089,0.0
chicken patty,172.0,7.7,25.8,11.7,0.2,8.9,2.2,0.3,0.0
lamb shank roasted,605.0,0.0,242.1,33.5,0.0,71.0,13.7,0.2,0.0
barbecue loaf,40.0,1.5,8.5,2.0,0.0,3.6,0.7,0.3,0.0
lamb sirloin cooked,765.0,0.0,254.1,54.2,0.0,64.5,22.9,0.2,0.0
poultry salad,26.0,1.0,3.9,1.8,0.0,1.5,0.4,0.079,0.0
ground lamb raw,80.0,0.0,20.7,6.6,0.0,4.7,2.9,0.05,0.0
lamb loin raw,88.0,0.0,20.9,7.5,0.0,4.6,3.3,0.003,0.0
lamb sirloin raw,1234.0,0.0,326.6,100.3,0.0,76.8,44.1,0.3,0.0
sausage patty mcdonalds,115.0,0.4,20.9,11.2,0.0,4.3,3.6,0.2,0.1
lamb foreshank cooked,360.0,0.0,156.9,19.9,0.0,42.0,8.3,0.1,0.0
ham salad,97.0,4.8,16.7,7.0,0.0,3.9,2.3,0.5,0.0
lamb rib raw,1687.0,0.0,344.7,156.0,0.0,65.9,68.8,0.3,0.0
lamb shoulder raw,1198.0,0.0,326.6,97.3,0.0,75.2,42.1,0.3,0.0
lamb meat raw,1102.0,0.0,317.5,84.6,0.0,79.6,36.6,0.3,0.0
lamb shoulder cooked,750.0,0.0,252.9,53.5,0.0,62.5,22.5,0.2,0.0
mutton cooked,66.0,0.027,30.8,3.1,0.0,9.5,1.5,0.07,0.0
lamb leg cooked,684.0,0.0,246.5,43.7,0.0,67.7,18.3,0.2,0.0
beef stick,110.0,1.1,26.6,9.9,0.0,4.3,4.2,0.3,0.0
veal sirloin cooked,517.0,0.0,221.4,26.9,0.0,64.1,10.6,0.2,0.0
veal rib cooked,444.0,0.0,246.0,22.2,0.0,57.4,8.8,0.2,0.0
veal meat cooked,483.0,0.0,238.3,23.8,0.0,62.9,8.9,0.2,0.0
beef rib roasted,238.0,0.0,57.0,19.1,0.0,15.4,7.7,0.01,0.0
veal sirloin raw,689.0,0.0,353.8,35.4,0.0,86.5,15.2,0.3,0.0
beef top loin filet grilled,323.0,0.8,116.1,19.0,0.0,37.0,6.5,0.1,0.0
beef under blade steak cooked,983.0,0.0,480.4,46.7,0.0,140.8,17.9,0.3,0.0
mock tender steak raw,244.0,0.0,132.7,8.3,0.0,42.2,3.6,0.2,0.0
ground beef cooked,375.0,0.0,122.3,24.8,0.0,35.5,10.0,0.1,0.0
ground beef raw,1506.0,0.0,353.8,136.1,0.0,65.1,51.2,0.3,0.0
beef diced asda,48.0,10.5,0.0,0.7,0.0,0.0,0.3,0.0,0.054
veal rib raw,735.0,0.0,372.0,40.9,0.0,85.5,16.8,0.4,0.0
ground veal raw,41.0,0.0,23.2,1.9,0.0,5.5,0.8,0.029,0.0
t bone steak cooked,1049.0,0.0,301.3,74.1,0.0,89.3,30.3,0.2,0.0
veal leg round raw,531.0,0.0,353.8,14.0,0.0,95.2,5.4,0.3,0.0
beef top sirloin steak raw,1222.0,0.0,456.0,77.3,0.0,123.4,31.2,0.3,0.0
beef plate steak grilled,508.0,0.0,177.5,35.6,0.0,47.1,12.9,0.1,0.0
ground veal cooked,514.0,0.0,308.0,22.6,0.0,72.9,9.1,0.2,0.0
veal leg round cooked,574.0,0.0,364.5,17.2,0.0,98.4,6.9,0.2,0.0
porterhouse steak raw,1170.0,0.0,308.4,91.1,0.0,81.6,36.4,0.2,0.0
veal shank raw,513.0,0.0,340.2,15.8,0.0,86.9,4.8,0.4,0.0
veal breast cooked,753.0,0.0,319.8,47.5,0.0,76.3,18.5,0.2,0.0
corned beef canned,53.0,0.0,18.1,3.1,0.0,5.7,1.3,0.2,0.0
rib eye steak grilled,680.0,0.0,195.8,47.7,0.0,62.4,21.2,0.1,0.0
veal shoulder raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t bone steak raw,1052.0,0.0,281.2,76.3,0.0,85.7,30.4,0.2,0.0
sirloin steak,324.0,0.0,144.4,14.1,0.0,49.5,5.2,0.6,0.0
mock tender steak cooked,137.0,0.0,55.3,4.9,0.0,21.9,1.5,0.028,0.0
beef round steak cooked,385.0,0.0,174.3,12.1,0.0,64.8,4.3,0.011,0.0
chuck blade roast raw,1125.0,0.0,322.1,88.0,0.0,77.8,35.5,0.3,0.0
beef shoulder steak raw,349.0,0.0,164.9,17.3,0.0,48.2,7.5,0.2,0.0
beef top blade cooked,184.0,0.0,51.9,10.0,0.0,21.9,3.3,0.002,0.0
corned beef cooked,53.0,0.006,20.6,4.0,0.0,3.8,1.3,0.2,0.0
beef round steak raw,753.0,0.0,313.0,36.0,0.0,100.1,14.2,0.3,0.0
beef shoulder steak grilled,155.0,0.0,68.9,5.8,0.0,24.0,2.5,0.014,0.0
chuck eye steak raw,856.0,0.0,261.1,62.8,0.0,72.4,26.7,0.3,0.0
beef bottom round steak cooked,980.0,0.0,426.4,35.1,0.0,155.8,12.1,0.2,0.0
porterhouse steak cooked,235.0,0.0,57.0,16.4,0.0,20.4,6.2,0.085,0.0
beef under blade steak raw,1235.0,0.0,431.0,80.8,0.0,126.8,32.6,0.3,0.0
beef plate steak raw,617.0,0.9,188.9,46.8,0.0,47.8,19.0,0.2,0.0
beef meat canned,111.0,0.0,34.7,7.9,0.0,9.2,3.9,0.095,0.0
beef breakfast strips raw,92.0,0.2,18.5,8.8,0.0,2.8,3.6,0.2,0.0
beef brisket cooked,589.0,0.0,165.5,43.6,0.0,46.0,16.8,0.1,0.0
corned beef raw,898.0,0.6,244.9,67.6,0.0,66.6,21.5,5.5,0.0
beef mince meat asda,55.0,6.8,0.0,3.1,0.0,0.0,1.3,0.0,0.054
pastrami beef fat free,9.0,0.1,4.5,0.1,0.0,1.9,0.0,0.005,0.0
rib eye steak raw,743.0,0.4,221.7,54.5,0.0,62.8,24.0,0.2,0.0
beef tenderloin steak cooked,374.0,0.0,135.8,24.0,0.0,37.0,9.4,0.061,0.0
chuck blade roast cooked,842.0,0.0,256.9,62.0,0.0,66.1,24.7,0.2,0.0
cured beef dried,4.0,0.06,2.2,0.019,0.0,0.9,0.086,0.049,0.006
beef flank steak cooked,380.0,0.0,152.3,17.5,0.0,51.8,7.2,0.068,0.0
chuck eye steak grilled,853.0,0.0,268.0,60.5,0.0,76.9,26.7,0.2,0.0
veal meat raw,653.0,0.0,372.0,30.7,0.0,87.8,12.7,0.4,0.0
veal loin cooked,80.0,0.0,33.4,4.9,0.0,8.5,1.9,0.001,0.0
veal loin raw,46.0,0.0,22.4,2.6,0.0,5.3,1.1,0.079,0.0
veal shoulder cooked,435.0,0.0,240.7,19.4,0.0,61.2,7.2,0.2,0.0
beef tenderloin steak raw,405.0,0.0,139.4,29.8,0.0,32.2,12.0,0.032,0.0
veal shank cooked,371.0,0.0,240.6,12.0,0.0,61.2,4.0,0.2,0.0
beef brisket raw,1139.0,0.0,308.4,86.5,0.0,83.6,34.2,0.3,0.0
pastrami beef,104.0,0.3,48.3,4.1,0.0,15.5,1.9,0.8,0.08
beef flank steak raw,47.0,0.0,19.2,2.3,0.0,6.0,1.0,0.054,0.0
beef top sirloin steak cooked,430.0,0.0,162.8,25.2,0.0,47.7,9.9,0.055,0.0
veal breast raw,943.0,0.0,322.1,66.9,0.0,79.2,26.7,0.3,0.0
beef rib raw,1433.0,0.0,322.1,123.8,0.0,73.8,51.2,0.2,0.0
beef jerky,82.0,2.2,9.6,5.1,0.4,6.6,2.2,0.4,1.8
beef breakfast strips cooked,51.0,0.2,13.4,3.9,0.0,3.5,1.6,0.3,0.0
pork olive loaf,66.0,2.6,10.6,4.6,0.0,3.3,1.6,0.3,0.0
beef luncheon meat jellied,31.0,0.0,9.5,0.9,0.0,5.3,0.4,0.4,0.0
turkey pastrami,38.0,0.5,19.4,1.8,0.062,4.6,0.5,0.3,1.0
pork salami,41.0,0.2,7.9,3.4,0.0,2.3,1.2,0.2,0.0
canadian style bacon raw,45.0,0.5,14.3,2.0,0.0,5.9,0.6,0.3,0.0
honey loaf,85.0,2.6,26.2,3.6,0.0,9.9,1.3,0.4,2.6
pork beef salami,37.0,0.076,10.6,3.1,0.0,2.1,1.1,0.2,0.008
beef pork bologna,92.0,1.6,18.0,7.4,0.0,4.6,2.8,0.3,1.3
pork beef salami cooked,41.0,0.3,10.9,3.2,0.0,2.7,1.1,0.2,0.1
pork breakfast strips raw,88.0,0.2,15.6,8.4,0.0,2.7,2.9,0.2,0.0
pickle pimiento loaf,86.0,3.2,22.0,6.1,0.6,4.3,2.0,0.4,3.2
luxury loaf,39.0,1.4,10.1,1.3,0.0,5.2,0.4,0.3,0.0
mortadella,47.0,0.5,8.4,3.8,0.0,2.5,1.4,0.2,0.0
pork bologna,69.0,0.2,16.5,5.6,0.0,4.3,1.9,0.3,0.0
turkey salami cooked,9.0,0.081,3.8,0.5,0.054,1.0,0.1,0.023,0.063
pepperoni beef,10.0,0.0,2.1,0.9,0.0,0.5,0.3,0.09,0.0
peppered loaf,42.0,1.3,13.1,1.8,0.0,4.9,0.6,0.2,1.3
luncheon meat beef,10.0,0.0,3.2,0.3,0.0,1.8,0.1,0.1,0.0
lebanon bologna,98.0,0.3,31.4,6.0,0.0,10.8,1.6,0.8,0.0
chicken pork bologna,94.0,1.2,24.4,8.6,0.0,2.9,2.8,0.3,0.0
turkey roll,40.0,0.6,14.9,1.9,0.0,4.9,0.6,0.1,0.0
beef salami cooked,68.0,0.5,18.5,5.8,0.0,3.3,2.6,0.3,0.4
yachtwurst cooked,150.0,0.8,35.8,12.7,0.0,8.3,4.4,0.5,0.0
italian salami,43.0,0.1,8.0,3.7,0.0,2.2,1.3,0.2,0.1
turkey ham,38.0,0.3,18.8,1.6,0.0,5.5,0.1,0.3,0.1
turkey bologna,59.0,1.3,21.0,4.5,0.1,3.2,1.2,0.3,0.8
sliced turkey breast,17.0,0.4,7.8,0.6,0.0,2.4,0.1,0.1,0.1
luncheon meat pork beef,99.0,0.7,15.4,9.0,0.0,3.5,3.2,0.4,0.0
beef bologna,90.0,1.3,17.1,7.8,0.0,3.3,3.1,0.3,0.6
turkey bacon cooked,313.0,2.5,80.4,22.9,0.0,24.3,6.8,1.9,0.0
ground emu cooked,178.0,0.0,94.8,5.1,0.0,31.0,1.4,0.025,0.0
ostrich leg raw,94.0,0.0,56.1,1.5,0.0,19.0,0.5,0.067,0.0
ostrich strip raw,108.0,0.0,62.1,2.4,0.0,20.1,0.8,0.086,0.0
emu fillet cooked,607.0,0.0,323.1,9.1,0.0,123.2,2.3,0.2,0.0
ostrich tenderloin raw,105.0,0.0,68.0,2.7,0.0,18.8,1.0,0.005,0.0
emu drums cooked,649.0,0.0,378.6,8.4,0.0,134.7,2.7,0.5,0.0
green turtle raw,25.0,0.0,14.2,0.1,0.0,5.6,0.015,0.099,0.0
ground bison cooked,448.0,0.0,177.5,21.6,0.0,63.6,8.7,0.2,0.0
goat meat raw,494.0,0.0,258.6,10.5,0.0,93.4,3.2,0.4,0.0
ground emu raw,157.0,0.0,80.7,4.7,0.0,26.6,1.2,0.062,0.0
ground ostrich raw,180.0,0.0,77.4,9.5,0.0,22.0,2.4,0.021,0.0
ostrich tip cooked,123.0,0.0,72.3,2.2,0.0,24.2,0.9,0.086,0.0
caribou cooked,210.0,0.0,141.2,6.4,0.0,38.0,2.5,0.004,0.0
ground ostrich cooked,163.0,0.0,77.2,6.6,0.0,24.3,1.7,0.099,0.0
ostrich leg cooked,120.0,0.0,62.1,1.6,0.0,24.7,0.6,0.016,0.0
ostrich top loin cooked,132.0,0.0,79.1,3.3,0.0,23.9,1.1,0.029,0.0
ostrich strip cooked,139.0,0.0,82.5,3.6,0.0,25.0,1.5,0.034,0.0
ostrich tip raw,97.0,0.0,61.2,2.0,0.0,18.6,0.7,0.041,0.0
ostrich round raw,99.0,0.0,60.4,2.0,0.0,18.7,0.7,0.074,0.0
ground bison raw,124.0,0.099,46.8,6.1,0.0,17.2,2.5,0.042,0.0
ostrich fan raw,99.0,0.0,62.1,2.3,0.0,18.5,0.8,0.04,0.0
ostrich top loin raw,101.0,0.0,63.8,2.5,0.0,18.4,1.0,0.073,0.0
veal brain cooked,461.0,0.0,10509.0,32.6,0.0,38.9,7.4,0.5,0.0
veal tongue cooked,515.0,0.0,606.9,25.8,0.0,65.9,11.1,0.2,0.0
